,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
5388,no checking,24.0,critical/order existing credit,radio/tv,2424.0,no known savings,>=7,4.0,male single,none,4.0,life insurance,53.0,stores,own,2.0,skilled,1.0,none,yes,good
5389,no checking,18.0,existing paid,radio/tv,1505.0,<100,1<=X<4,4.0,male single,none,2.0,no known property,32.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5390,no checking,24.0,delayed previously,new car,717.0,no known savings,>=7,4.0,male mar/wid,none,4.0,car,54.0,stores,own,2.0,skilled,1.0,yes,yes,good
5391,0<=X<200,21.0,critical/order existing credit,business,3652.0,<100,4<=X<7,2.0,male single,none,3.0,life insurance,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5392,no checking,12.0,critical/order existing credit,new car,682.0,100<=X<500,4<=X<7,4.0,female div/dep/mar,none,3.0,car,51.0,stores,own,2.0,skilled,1.0,yes,yes,good
5393,no checking,9.0,critical/order existing credit,radio/tv,3074.0,no known savings,1<=X<4,1.0,male single,none,2.0,real estate,33.0,stores,own,2.0,skilled,2.0,none,yes,good
5394,no checking,15.0,existing paid,radio/tv,1386.0,no known savings,1<=X<4,4.0,male mar/wid,none,2.0,real estate,40.0,stores,rent,1.0,skilled,1.0,yes,yes,good
5395,no checking,27.0,delayed previously,used car,8613.0,>=1000,1<=X<4,2.0,male single,none,2.0,car,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5396,<0,18.0,critical/order existing credit,new car,5302.0,<100,>=7,2.0,male single,none,4.0,no known property,36.0,stores,for free,3.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5397,0<=X<200,18.0,critical/order existing credit,radio/tv,1795.0,<100,>=7,3.0,female div/dep/mar,guarantor,4.0,real estate,48.0,bank,rent,2.0,unskilled resident,1.0,yes,yes,good
5398,0<=X<200,12.0,existing paid,new car,6078.0,<100,4<=X<7,2.0,male single,none,2.0,car,32.0,stores,own,1.0,skilled,1.0,none,yes,good
5399,no checking,6.0,existing paid,used car,1236.0,500<=X<10000,1<=X<4,2.0,male single,none,4.0,life insurance,50.0,stores,rent,1.0,skilled,1.0,none,yes,good
5400,no checking,48.0,critical/order existing credit,radio/tv,3578.0,no known savings,>=7,4.0,male single,none,1.0,real estate,47.0,stores,own,1.0,skilled,1.0,yes,yes,good
5401,no checking,36.0,critical/order existing credit,business,6304.0,no known savings,>=7,4.0,male single,none,4.0,real estate,36.0,stores,own,2.0,skilled,1.0,none,yes,good
5402,>=200,12.0,existing paid,radio/tv,1881.0,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,44.0,stores,rent,1.0,unskilled resident,1.0,yes,yes,good
5403,0<=X<200,12.0,critical/order existing credit,used car,1860.0,<100,unemployed,4.0,male single,none,2.0,car,34.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5404,no checking,24.0,delayed previously,business,3863.0,<100,1<=X<4,1.0,male single,none,2.0,no known property,32.0,stores,for free,1.0,skilled,1.0,none,yes,good
5405,no checking,12.0,critical/order existing credit,furniture/equipment,1402.0,500<=X<10000,4<=X<7,3.0,female div/dep/mar,none,4.0,car,37.0,stores,rent,1.0,skilled,1.0,yes,yes,good
5406,<0,6.0,critical/order existing credit,radio/tv,1169.0,no known savings,>=7,4.0,male single,none,4.0,real estate,67.0,stores,own,2.0,skilled,1.0,yes,yes,good
5407,no checking,30.0,critical/order existing credit,radio/tv,5954.0,<100,4<=X<7,3.0,male single,co applicant,2.0,car,38.0,stores,own,1.0,skilled,1.0,none,yes,good
5408,no checking,24.0,critical/order existing credit,repairs,5507.0,<100,>=7,3.0,male single,none,4.0,no known property,44.0,stores,for free,2.0,skilled,1.0,none,yes,good
5409,<0,24.0,existing paid,furniture/equipment,3149.0,<100,<1,4.0,male single,none,1.0,no known property,22.0,bank,for free,1.0,skilled,1.0,none,yes,good
5410,no checking,6.0,critical/order existing credit,new car,250.0,>=1000,1<=X<4,2.0,female div/dep/mar,none,2.0,real estate,41.0,bank,own,2.0,unskilled resident,1.0,none,yes,good
5411,<0,21.0,existing paid,new car,3763.0,no known savings,4<=X<7,2.0,male single,co applicant,2.0,real estate,24.0,stores,own,1.0,unskilled resident,1.0,none,no,good
5412,no checking,9.0,existing paid,furniture/equipment,1313.0,<100,>=7,1.0,male single,none,4.0,car,20.0,stores,own,1.0,skilled,1.0,none,yes,good
5413,<0,9.0,existing paid,radio/tv,1364.0,<100,4<=X<7,3.0,male single,none,4.0,real estate,59.0,stores,own,1.0,skilled,1.0,none,yes,good
5414,<0,9.0,critical/order existing credit,new car,2799.0,<100,1<=X<4,2.0,male single,none,2.0,real estate,36.0,stores,rent,2.0,skilled,2.0,none,yes,good
5415,no checking,30.0,critical/order existing credit,radio/tv,2831.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,car,33.0,stores,own,1.0,skilled,1.0,yes,yes,good
5416,no checking,24.0,critical/order existing credit,radio/tv,5103.0,<100,<1,3.0,male mar/wid,none,3.0,no known property,47.0,stores,for free,3.0,skilled,1.0,yes,yes,good
5417,0<=X<200,18.0,existing paid,business,2622.0,100<=X<500,1<=X<4,4.0,male single,none,4.0,car,34.0,stores,own,1.0,skilled,1.0,none,yes,good
5418,no checking,6.0,existing paid,radio/tv,2108.0,<100,4<=X<7,2.0,male mar/wid,none,2.0,real estate,29.0,stores,rent,1.0,skilled,1.0,none,yes,good
5419,no checking,24.0,delayed previously,business,2375.0,500<=X<10000,1<=X<4,4.0,male single,none,2.0,car,44.0,stores,own,2.0,skilled,2.0,yes,yes,good
5420,>=200,12.0,delayed previously,new car,2247.0,<100,1<=X<4,2.0,female div/dep/mar,none,2.0,car,36.0,,own,2.0,skilled,1.0,yes,yes,good
5421,<0,24.0,existing paid,used car,2924.0,<100,1<=X<4,3.0,male single,guarantor,4.0,no known property,63.0,bank,own,1.0,skilled,2.0,yes,yes,good
5422,0<=X<200,12.0,critical/order existing credit,new car,958.0,<100,4<=X<7,2.0,male single,none,3.0,real estate,47.0,stores,own,2.0,unskilled resident,2.0,none,yes,good
5423,0<=X<200,10.0,existing paid,furniture/equipment,1521.0,<100,1<=X<4,4.0,male div/sep,none,2.0,car,31.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5424,no checking,4.0,critical/order existing credit,new car,3380.0,<100,4<=X<7,1.0,female div/dep/mar,none,1.0,real estate,37.0,stores,own,1.0,skilled,2.0,none,yes,good
5425,0<=X<200,12.0,existing paid,furniture/equipment,3017.0,<100,<1,3.0,female div/dep/mar,none,1.0,real estate,34.0,stores,rent,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
5426,<0,36.0,existing paid,other,15857.0,<100,unemployed,2.0,male div/sep,co applicant,3.0,car,43.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,none,yes,good
5427,0<=X<200,9.0,existing paid,new car,1549.0,no known savings,<1,4.0,male single,none,2.0,real estate,35.0,stores,own,1.0,unemp/unskilled non res,1.0,none,yes,good
5428,no checking,24.0,existing paid,new car,1469.0,100<=X<500,>=7,4.0,male mar/wid,none,4.0,real estate,41.0,stores,rent,1.0,unskilled resident,1.0,none,yes,good
5429,no checking,12.0,critical/order existing credit,business,1185.0,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,real estate,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5430,0<=X<200,48.0,all paid,business,3566.0,100<=X<500,4<=X<7,4.0,male single,none,2.0,car,30.0,stores,own,1.0,skilled,1.0,none,yes,good
5431,no checking,24.0,delayed previously,furniture/equipment,4151.0,100<=X<500,1<=X<4,2.0,male single,none,3.0,life insurance,35.0,stores,own,2.0,skilled,1.0,none,yes,good
5432,no checking,12.0,critical/order existing credit,education,2748.0,<100,>=7,2.0,female div/dep/mar,none,4.0,no known property,57.0,bank,for free,3.0,unskilled resident,1.0,none,yes,good
5433,no checking,12.0,critical/order existing credit,business,1412.0,<100,1<=X<4,4.0,female div/dep/mar,guarantor,2.0,real estate,29.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5434,no checking,6.0,existing paid,education,1538.0,<100,<1,1.0,female div/dep/mar,none,2.0,no known property,56.0,stores,own,1.0,skilled,1.0,none,yes,good
5435,no checking,60.0,existing paid,radio/tv,10144.0,100<=X<500,4<=X<7,2.0,female div/dep/mar,none,4.0,real estate,21.0,stores,own,1.0,skilled,1.0,yes,yes,good
5436,no checking,36.0,critical/order existing credit,new car,3535.0,<100,4<=X<7,4.0,male single,none,4.0,car,37.0,stores,own,2.0,skilled,1.0,yes,yes,good
5437,no checking,6.0,existing paid,furniture/equipment,2978.0,500<=X<10000,1<=X<4,1.0,male single,none,2.0,car,32.0,stores,own,1.0,skilled,1.0,yes,yes,good
5438,<0,48.0,existing paid,education,7476.0,<100,4<=X<7,4.0,male single,none,1.0,no known property,50.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5439,no checking,39.0,existing paid,used car,8588.0,100<=X<500,>=7,4.0,male single,none,2.0,car,45.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5440,no checking,6.0,all paid,new car,783.0,no known savings,1<=X<4,1.0,male single,guarantor,2.0,real estate,26.0,,own,1.0,unskilled resident,2.0,none,yes,good
5441,<0,12.0,existing paid,furniture/equipment,1289.0,<100,1<=X<4,4.0,male single,guarantor,1.0,life insurance,21.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5442,no checking,24.0,existing paid,radio/tv,2284.0,<100,4<=X<7,4.0,male single,none,2.0,car,28.0,stores,own,1.0,skilled,1.0,yes,yes,good
5443,no checking,6.0,delayed previously,radio/tv,932.0,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,real estate,24.0,stores,own,1.0,skilled,1.0,none,yes,good
5444,no checking,10.0,critical/order existing credit,furniture/equipment,2146.0,<100,<1,1.0,female div/dep/mar,none,3.0,real estate,23.0,stores,rent,2.0,skilled,1.0,none,yes,good
5445,0<=X<200,6.0,existing paid,repairs,454.0,<100,<1,3.0,male mar/wid,none,1.0,life insurance,22.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5446,<0,6.0,critical/order existing credit,furniture/equipment,1872.0,<100,unemployed,4.0,male single,none,4.0,no known property,36.0,stores,for free,3.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5447,no checking,9.0,existing paid,new car,2507.0,500<=X<10000,>=7,2.0,male single,none,4.0,no known property,51.0,stores,for free,1.0,unskilled resident,1.0,none,yes,good
5448,no checking,18.0,existing paid,business,1950.0,<100,4<=X<7,4.0,male single,none,1.0,car,34.0,,own,2.0,skilled,1.0,yes,yes,good
5449,no checking,10.0,critical/order existing credit,new car,1231.0,<100,>=7,3.0,male single,none,4.0,real estate,32.0,stores,own,2.0,unskilled resident,2.0,none,no,good
5450,no checking,24.0,critical/order existing credit,used car,2346.0,<100,4<=X<7,4.0,male single,none,3.0,car,35.0,stores,own,2.0,skilled,1.0,yes,yes,good
5451,no checking,9.0,existing paid,business,1449.0,<100,4<=X<7,3.0,female div/dep/mar,none,2.0,car,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5452,<0,15.0,existing paid,new car,1721.0,<100,<1,2.0,male single,none,3.0,real estate,36.0,stores,own,1.0,skilled,1.0,none,yes,good
5453,0<=X<200,18.0,critical/order existing credit,furniture/equipment,3612.0,<100,>=7,3.0,female div/dep/mar,none,4.0,life insurance,37.0,stores,own,1.0,skilled,1.0,yes,yes,good
5454,<0,15.0,existing paid,new car,2511.0,<100,unemployed,1.0,female div/dep/mar,none,4.0,car,23.0,stores,rent,1.0,skilled,1.0,none,yes,good
5455,>=200,36.0,existing paid,radio/tv,4473.0,<100,>=7,4.0,male single,none,2.0,car,31.0,stores,own,1.0,skilled,1.0,none,yes,good
5456,<0,12.0,existing paid,new car,3651.0,>=1000,1<=X<4,1.0,male single,none,3.0,life insurance,31.0,stores,own,1.0,skilled,2.0,none,yes,good
5457,no checking,10.0,existing paid,new car,1546.0,<100,1<=X<4,3.0,male single,none,2.0,real estate,31.0,stores,own,1.0,unskilled resident,2.0,none,no,good
5458,no checking,24.0,existing paid,new car,1249.0,<100,<1,4.0,male mar/wid,none,2.0,real estate,28.0,stores,own,1.0,skilled,1.0,none,yes,good
5459,no checking,6.0,critical/order existing credit,furniture/equipment,1221.0,no known savings,1<=X<4,1.0,male mar/wid,none,2.0,life insurance,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5460,>=200,12.0,existing paid,radio/tv,1297.0,<100,1<=X<4,3.0,male mar/wid,none,4.0,real estate,23.0,stores,rent,1.0,skilled,1.0,none,yes,good
5461,<0,10.0,critical/order existing credit,furniture/equipment,2132.0,no known savings,<1,2.0,female div/dep/mar,co applicant,3.0,real estate,27.0,stores,rent,2.0,skilled,1.0,none,no,good
5462,no checking,24.0,existing paid,furniture/equipment,929.0,no known savings,4<=X<7,4.0,male single,none,2.0,car,31.0,,own,1.0,skilled,1.0,yes,yes,good
5463,<0,12.0,existing paid,radio/tv,701.0,<100,1<=X<4,4.0,male mar/wid,none,2.0,real estate,40.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5464,<0,48.0,existing paid,education,7476.0,<100,4<=X<7,4.0,male single,none,1.0,no known property,50.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5465,no checking,18.0,existing paid,radio/tv,2051.0,<100,<1,4.0,male single,none,1.0,real estate,33.0,stores,own,1.0,skilled,1.0,none,yes,good
5466,<0,24.0,existing paid,business,6568.0,<100,1<=X<4,2.0,male mar/wid,none,2.0,car,21.0,,own,1.0,unskilled resident,1.0,none,yes,good
5467,no checking,24.0,existing paid,used car,2603.0,>=1000,1<=X<4,2.0,female div/dep/mar,none,4.0,car,28.0,stores,rent,1.0,skilled,1.0,yes,yes,good
5468,<0,6.0,existing paid,new car,1203.0,100<=X<500,>=7,3.0,male single,none,2.0,life insurance,43.0,stores,own,1.0,skilled,1.0,yes,yes,good
5469,0<=X<200,18.0,existing paid,business,1913.0,>=1000,<1,3.0,male mar/wid,none,3.0,real estate,36.0,bank,own,1.0,skilled,1.0,yes,yes,good
5470,no checking,9.0,existing paid,furniture/equipment,1313.0,<100,>=7,1.0,male single,none,4.0,car,20.0,stores,own,1.0,skilled,1.0,none,yes,good
5471,<0,24.0,all paid,new car,2325.0,100<=X<500,4<=X<7,2.0,male single,none,3.0,car,32.0,bank,own,1.0,skilled,1.0,none,yes,good
5472,>=200,18.0,all paid,radio/tv,1445.0,no known savings,4<=X<7,4.0,male single,none,4.0,car,49.0,bank,own,1.0,unskilled resident,1.0,none,yes,good
5473,<0,6.0,critical/order existing credit,new car,1361.0,<100,<1,2.0,male single,none,4.0,real estate,40.0,stores,own,1.0,unskilled resident,2.0,none,no,good
5474,<0,30.0,no credits/all paid,furniture/equipment,4583.0,<100,1<=X<4,2.0,male div/sep,guarantor,2.0,real estate,32.0,stores,own,2.0,skilled,1.0,none,yes,good
5475,<0,12.0,critical/order existing credit,new car,2171.0,<100,1<=X<4,4.0,male single,none,4.0,life insurance,38.0,bank,own,2.0,unskilled resident,1.0,none,no,good
5476,no checking,15.0,critical/order existing credit,radio/tv,1471.0,<100,1<=X<4,4.0,male single,none,4.0,no known property,35.0,stores,for free,2.0,skilled,1.0,yes,yes,good
5477,no checking,6.0,no credits/all paid,new car,1204.0,100<=X<500,1<=X<4,4.0,male single,none,1.0,no known property,35.0,bank,rent,1.0,skilled,1.0,none,no,good
5478,<0,48.0,existing paid,used car,4788.0,<100,4<=X<7,4.0,male single,none,3.0,life insurance,26.0,stores,own,1.0,skilled,2.0,none,yes,good
5479,no checking,18.0,critical/order existing credit,radio/tv,629.0,500<=X<10000,>=7,4.0,male single,none,3.0,life insurance,32.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5480,no checking,48.0,all paid,business,3609.0,<100,1<=X<4,1.0,female div/dep/mar,none,1.0,real estate,27.0,,own,1.0,skilled,1.0,none,yes,good
5481,no checking,18.0,critical/order existing credit,new car,1055.0,<100,<1,4.0,female div/dep/mar,none,1.0,life insurance,30.0,stores,own,2.0,skilled,1.0,none,yes,good
5482,no checking,18.0,critical/order existing credit,radio/tv,1582.0,>=1000,>=7,4.0,male single,none,4.0,car,46.0,stores,own,2.0,skilled,1.0,none,yes,good
5483,no checking,24.0,existing paid,radio/tv,3430.0,500<=X<10000,>=7,3.0,male single,none,2.0,car,31.0,stores,own,1.0,skilled,2.0,yes,yes,good
5484,0<=X<200,10.0,existing paid,new car,7308.0,<100,unemployed,2.0,male single,none,4.0,no known property,70.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5485,no checking,12.0,critical/order existing credit,radio/tv,976.0,no known savings,>=7,4.0,male single,none,4.0,car,35.0,stores,own,2.0,skilled,1.0,none,yes,good
5486,no checking,24.0,existing paid,used car,2679.0,<100,<1,4.0,female div/dep/mar,none,1.0,no known property,29.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5487,no checking,9.0,existing paid,business,1449.0,<100,4<=X<7,3.0,female div/dep/mar,none,2.0,car,27.0,stores,own,2.0,skilled,1.0,none,yes,good
5488,0<=X<200,18.0,no credits/all paid,furniture/equipment,3244.0,<100,1<=X<4,1.0,female div/dep/mar,none,4.0,car,33.0,bank,own,2.0,skilled,1.0,yes,yes,good
5489,<0,24.0,existing paid,used car,2964.0,no known savings,>=7,4.0,male single,none,4.0,no known property,49.0,bank,for free,1.0,skilled,2.0,yes,yes,good
5490,0<=X<200,48.0,existing paid,new car,8487.0,no known savings,4<=X<7,1.0,female div/dep/mar,none,2.0,car,24.0,stores,own,1.0,skilled,1.0,none,yes,good
5491,<0,18.0,existing paid,new car,4380.0,100<=X<500,1<=X<4,3.0,male single,none,4.0,car,35.0,stores,own,1.0,unskilled resident,2.0,yes,yes,good
5492,0<=X<200,42.0,all paid,used car,9283.0,<100,unemployed,1.0,male single,none,2.0,no known property,55.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5493,<0,12.0,critical/order existing credit,used car,1409.0,<100,>=7,4.0,male single,none,3.0,real estate,54.0,stores,own,1.0,skilled,1.0,none,yes,good
5494,0<=X<200,24.0,delayed previously,business,6967.0,100<=X<500,4<=X<7,4.0,male single,none,4.0,car,36.0,stores,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5495,no checking,54.0,no credits/all paid,used car,9436.0,no known savings,1<=X<4,2.0,male single,none,2.0,life insurance,39.0,stores,own,1.0,unskilled resident,2.0,none,yes,good
5496,<0,30.0,critical/order existing credit,used car,6187.0,100<=X<500,4<=X<7,1.0,male mar/wid,none,4.0,car,24.0,stores,rent,2.0,skilled,1.0,none,yes,good
5497,no checking,6.0,existing paid,repairs,660.0,500<=X<10000,4<=X<7,2.0,male mar/wid,none,4.0,real estate,23.0,stores,rent,1.0,unskilled resident,1.0,none,yes,good
5498,no checking,12.0,existing paid,radio/tv,2171.0,<100,<1,2.0,female div/dep/mar,none,2.0,car,29.0,bank,own,1.0,skilled,1.0,none,yes,good
5499,no checking,6.0,existing paid,used car,1236.0,500<=X<10000,1<=X<4,2.0,male single,none,4.0,life insurance,50.0,stores,rent,1.0,skilled,1.0,none,yes,good
5500,no checking,6.0,no credits/all paid,radio/tv,426.0,<100,>=7,4.0,male mar/wid,none,4.0,car,39.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
5501,no checking,18.0,existing paid,new car,2662.0,no known savings,4<=X<7,4.0,male single,none,3.0,life insurance,32.0,stores,own,1.0,skilled,1.0,none,no,good
5502,<0,18.0,critical/order existing credit,radio/tv,1880.0,<100,4<=X<7,4.0,male mar/wid,none,1.0,life insurance,32.0,stores,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5503,no checking,12.0,critical/order existing credit,furniture/equipment,1258.0,<100,<1,2.0,female div/dep/mar,none,4.0,life insurance,22.0,stores,rent,2.0,unskilled resident,1.0,none,yes,good
5504,0<=X<200,15.0,existing paid,repairs,1514.0,100<=X<500,1<=X<4,4.0,male single,guarantor,2.0,real estate,22.0,stores,own,1.0,skilled,1.0,none,yes,good
5505,<0,48.0,existing paid,education,7476.0,<100,4<=X<7,4.0,male single,none,1.0,no known property,50.0,stores,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5506,0<=X<200,39.0,delayed previously,education,11760.0,100<=X<500,4<=X<7,2.0,male single,none,3.0,no known property,32.0,stores,rent,1.0,skilled,1.0,yes,yes,good
5507,no checking,6.0,existing paid,radio/tv,2108.0,<100,4<=X<7,2.0,male mar/wid,none,2.0,real estate,29.0,stores,rent,1.0,skilled,1.0,none,yes,good
5508,0<=X<200,6.0,delayed previously,business,1449.0,100<=X<500,>=7,1.0,male div/sep,none,2.0,car,31.0,bank,own,2.0,skilled,2.0,none,yes,good
5509,<0,18.0,existing paid,radio/tv,1936.0,no known savings,4<=X<7,2.0,male mar/wid,none,4.0,car,23.0,stores,rent,2.0,unskilled resident,1.0,none,yes,good
5510,>=200,18.0,existing paid,furniture/equipment,3049.0,<100,<1,1.0,female div/dep/mar,none,1.0,life insurance,45.0,,own,1.0,unskilled resident,1.0,none,yes,good
5511,0<=X<200,21.0,existing paid,furniture/equipment,3976.0,no known savings,4<=X<7,2.0,male single,none,3.0,car,35.0,stores,own,1.0,skilled,1.0,yes,yes,good
5512,>=200,42.0,critical/order existing credit,used car,4796.0,<100,>=7,4.0,male single,none,4.0,no known property,56.0,stores,for free,1.0,skilled,1.0,none,yes,good
5513,no checking,21.0,existing paid,used car,5248.0,no known savings,1<=X<4,1.0,male single,none,3.0,car,26.0,stores,own,1.0,skilled,1.0,none,yes,good
5514,>=200,42.0,critical/order existing credit,used car,4796.0,<100,>=7,4.0,male single,none,4.0,no known property,56.0,stores,for free,1.0,skilled,1.0,none,yes,good
5515,0<=X<200,24.0,delayed previously,business,4712.0,no known savings,1<=X<4,4.0,male single,none,2.0,life insurance,37.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5516,no checking,6.0,existing paid,furniture/equipment,2978.0,500<=X<10000,1<=X<4,1.0,male single,none,2.0,car,32.0,stores,own,1.0,skilled,1.0,yes,yes,good
5517,no checking,24.0,critical/order existing credit,radio/tv,5103.0,<100,<1,3.0,male mar/wid,none,3.0,no known property,47.0,stores,for free,3.0,skilled,1.0,yes,yes,good
5518,0<=X<200,24.0,delayed previously,radio/tv,1553.0,100<=X<500,4<=X<7,3.0,female div/dep/mar,none,2.0,life insurance,23.0,stores,rent,2.0,skilled,1.0,yes,yes,good
5519,0<=X<200,9.0,existing paid,radio/tv,458.0,<100,1<=X<4,4.0,male single,none,3.0,real estate,24.0,stores,own,1.0,skilled,1.0,none,yes,good
5520,0<=X<200,12.0,existing paid,retraining,754.0,no known savings,>=7,4.0,male single,none,4.0,life insurance,38.0,stores,own,2.0,skilled,1.0,none,yes,good
5521,<0,12.0,critical/order existing credit,new car,2122.0,<100,1<=X<4,3.0,male single,none,2.0,real estate,39.0,stores,rent,2.0,unskilled resident,2.0,none,no,good
5522,0<=X<200,42.0,all paid,used car,9283.0,<100,unemployed,1.0,male single,none,2.0,no known property,55.0,bank,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5523,no checking,24.0,delayed previously,new car,2032.0,<100,>=7,4.0,male single,none,4.0,no known property,60.0,stores,for free,2.0,skilled,1.0,yes,yes,good
5524,no checking,10.0,existing paid,new car,1287.0,no known savings,>=7,4.0,male single,co applicant,2.0,life insurance,45.0,stores,own,1.0,unskilled resident,1.0,none,no,good
5525,no checking,6.0,critical/order existing credit,radio/tv,1554.0,<100,4<=X<7,1.0,female div/dep/mar,none,2.0,car,24.0,stores,rent,2.0,skilled,1.0,yes,yes,good
5526,0<=X<200,9.0,critical/order existing credit,radio/tv,1154.0,<100,>=7,2.0,male single,none,4.0,real estate,37.0,stores,own,3.0,unskilled resident,1.0,none,yes,good
5527,<0,12.0,existing paid,furniture/equipment,1262.0,no known savings,>=7,2.0,male div/sep,none,4.0,life insurance,49.0,stores,own,1.0,unskilled resident,1.0,yes,yes,good
5528,no checking,10.0,critical/order existing credit,furniture/equipment,2069.0,no known savings,1<=X<4,2.0,male mar/wid,none,1.0,car,26.0,stores,own,2.0,skilled,1.0,none,no,good
5529,<0,12.0,existing paid,furniture/equipment,1620.0,<100,1<=X<4,2.0,female div/dep/mar,co applicant,3.0,life insurance,30.0,stores,own,1.0,skilled,1.0,none,yes,good
5530,no checking,6.0,critical/order existing credit,new car,6761.0,<100,4<=X<7,1.0,male single,none,3.0,no known property,45.0,stores,own,2.0,high qualif/self emp/mgmt,2.0,yes,yes,good
5531,0<=X<200,8.0,existing paid,business,907.0,<100,<1,3.0,male mar/wid,none,2.0,real estate,26.0,stores,own,1.0,skilled,1.0,yes,yes,good
5532,0<=X<200,7.0,existing paid,radio/tv,2576.0,<100,1<=X<4,2.0,male single,guarantor,2.0,real estate,35.0,stores,own,1.0,skilled,1.0,none,yes,good
5533,0<=X<200,12.0,existing paid,radio/tv,2930.0,<100,4<=X<7,2.0,female div/dep/mar,none,1.0,real estate,27.0,stores,own,1.0,skilled,1.0,none,yes,good
5534,no checking,6.0,existing paid,repairs,660.0,500<=X<10000,4<=X<7,2.0,male mar/wid,none,4.0,real estate,23.0,stores,rent,1.0,unskilled resident,1.0,none,yes,good
5535,no checking,30.0,critical/order existing credit,radio/tv,2831.0,<100,1<=X<4,4.0,female div/dep/mar,none,2.0,car,33.0,stores,own,1.0,skilled,1.0,yes,yes,good
5536,<0,24.0,existing paid,furniture/equipment,7721.0,no known savings,<1,1.0,female div/dep/mar,none,2.0,life insurance,30.0,stores,own,1.0,skilled,1.0,yes,no,good
5537,no checking,6.0,existing paid,education,1538.0,<100,<1,1.0,female div/dep/mar,none,2.0,no known property,56.0,stores,own,1.0,skilled,1.0,none,yes,good
5538,no checking,60.0,existing paid,new car,10366.0,<100,>=7,2.0,male single,none,4.0,life insurance,42.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
5539,>=200,10.0,existing paid,furniture/equipment,1275.0,<100,<1,4.0,female div/dep/mar,none,2.0,life insurance,23.0,stores,own,1.0,skilled,1.0,none,yes,good
5540,no checking,13.0,existing paid,radio/tv,1409.0,100<=X<500,unemployed,2.0,female div/dep/mar,none,4.0,real estate,64.0,stores,own,1.0,skilled,1.0,none,yes,good
5541,no checking,15.0,critical/order existing credit,used car,3368.0,>=1000,>=7,3.0,male single,none,4.0,no known property,23.0,stores,rent,2.0,skilled,1.0,yes,yes,good
5542,0<=X<200,24.0,existing paid,radio/tv,5084.0,no known savings,>=7,2.0,female div/dep/mar,none,4.0,car,42.0,stores,own,1.0,skilled,1.0,yes,yes,good
5543,no checking,24.0,existing paid,radio/tv,1311.0,100<=X<500,4<=X<7,4.0,male mar/wid,none,3.0,life insurance,26.0,stores,own,1.0,skilled,1.0,yes,yes,good
5544,no checking,15.0,existing paid,furniture/equipment,2708.0,<100,<1,2.0,male single,none,3.0,life insurance,27.0,bank,own,2.0,unskilled resident,1.0,none,yes,good
5545,no checking,39.0,existing paid,used car,2569.0,500<=X<10000,1<=X<4,4.0,male single,none,4.0,car,24.0,stores,own,1.0,skilled,1.0,none,yes,good
5546,0<=X<200,24.0,critical/order existing credit,new car,3878.0,100<=X<500,<1,4.0,male div/sep,none,2.0,car,37.0,stores,own,1.0,skilled,1.0,yes,yes,good
5547,no checking,24.0,existing paid,used car,2603.0,>=1000,1<=X<4,2.0,female div/dep/mar,none,4.0,car,28.0,stores,rent,1.0,skilled,1.0,yes,yes,good
